rule_id,clause,test_number,object,tags,status,description,rationale,implementation_paths,evidence
7.21.3.1-1,7.21.3.1,1,PDType0Font,font,unproven,"For any given composite (Type 0) font within a conforming file, the CIDSystemInfo entry in its CIDFont dictionary and its Encoding dictionary shall have the following relationship: - If the Encoding key in the Type 0 font dictionary is Identity-H or Identity-V, any values of Registry, Ordering, and Supplement may be used in the CIDSystemInfo entry of the CIDFont. - Otherwise, the corresponding Registry and Ordering strings in both CIDSystemInfo dictionaries shall be identical, and the value of the Supplement key in the CIDSystemInfo dictionary of the CIDFont shall be less than or equal to the Supplement key in the CIDSystemInfo dictionary of the CMap","veraPDF will still catch these font-level requirements, but the app does not yet have a dedicated deterministic remediation lane for this exact rule family.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/validator.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.3.2-1,7.21.3.2,1,PDCIDFont,font,covered,"ISO 32000-1:2008, 9.7.4, Table 117 requires that all embedded Type 2 CIDFonts in the CIDFont dictionary shall contain a CIDToGIDMap entry that shall be a stream mapping from CIDs to glyph indices or the name Identity, as described in ISO 32000-1:2008, 9.7.4, Table 117","The app has explicit automatic remediation lanes and validator/fidelity backstops for the dominant PDF/UA font mapping and embedding failures, with passing corpus evidence.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.3.3-1,7.21.3.3,1,PDCMap,font,unproven,"All CMaps used within a PDF/UA file, except those listed in ISO 32000-1:2008, 9.7.5.2, Table 118, shall be embedded in that file as described in ISO 32000-1:2008, 9.7.5","veraPDF will still catch these font-level requirements, but the app does not yet have a dedicated deterministic remediation lane for this exact rule family.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/validator.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.3.3-2,7.21.3.3,2,CMapFile,font,unproven,"For those CMaps that are embedded, the integer value of the WMode entry in the CMap dictionary shall be identical to the WMode value in the embedded CMap stream","veraPDF will still catch these font-level requirements, but the app does not yet have a dedicated deterministic remediation lane for this exact rule family.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/validator.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.3.3-3,7.21.3.3,3,PDReferencedCMap,font,unproven,"A CMap shall not reference any other CMap except those listed in ISO 32000-1:2008, 9.7.5.2, Table 118","veraPDF will still catch these font-level requirements, but the app does not yet have a dedicated deterministic remediation lane for this exact rule family.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/validator.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.4.1-1,7.21.4.1,1,PDFont,font,covered,"The font programs for all fonts used for rendering within a conforming file shall be embedded within that file, as defined in ISO 32000-1:2008, 9.9","The app has explicit automatic remediation lanes and validator/fidelity backstops for the dominant PDF/UA font mapping and embedding failures, with passing corpus evidence.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.4.1-2,7.21.4.1,2,Glyph,font,partial,"Embedded fonts shall define all glyphs referenced for rendering within the conforming file. A font referenced solely in text rendering mode 3 is not rendered and is thus exempt from the requirements that impact the visual representation of the glyphs of a font. In all cases for TrueType fonts that are to be rendered, character codes shall be able to be mapped to glyphs according to ISO 32000-1:2008, 9.6.6.4 without the use of a non-standard mapping chosen by the conforming processor","The app repairs part of this font family today, but the rule is not yet covered by a dedicated end-to-end guarantee for every font subtype and producer pattern.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.4.2-1,7.21.4.2,1,PDType1Font,font,unproven,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not","veraPDF will still catch these font-level requirements, but the app does not yet have a dedicated deterministic remediation lane for this exact rule family.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/validator.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.4.2-2,7.21.4.2,2,PDCIDFont,font,covered,"If the FontDescriptor dictionary of an embedded CID font contains a CIDSet stream, then it shall identify all CIDs which are present in the font program, regardless of whether a CID in the font is referenced or used by the PDF or not","The app has explicit automatic remediation lanes and validator/fidelity backstops for the dominant PDF/UA font mapping and embedding failures, with passing corpus evidence.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.5-1,7.21.5,1,Glyph,font,partial,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent","The app repairs part of this font family today, but the rule is not yet covered by a dedicated end-to-end guarantee for every font subtype and producer pattern.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.6-1,7.21.6,1,TrueTypeFontProgram,font,partial,"For all non-symbolic TrueType fonts used for rendering, the embedded TrueType font program shall contain one or several non-symbolic cmap entries such that all necessary glyph lookups can be carried out","The app repairs part of this font family today, but the rule is not yet covered by a dedicated end-to-end guarantee for every font subtype and producer pattern.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.6-2,7.21.6,2,PDTrueTypeFont,font,partial,"All non-symbolic TrueType fonts shall have either MacRomanEncoding or WinAnsiEncoding as the value for the Encoding key in the Font dictionary or as the value for the BaseEncoding key in the dictionary which is the value of the Encoding key in the Font dictionary. In addition, no non-symbolic TrueType font shall define a Differences array unless all of the glyph names in the Differences array are listed in the Adobe Glyph List and, if the font program is embedded, it shall contain at least the Microsoft Unicode (3,1 – Platform ID = 3, Encoding ID = 1) encoding in the 'cmap' table","The app repairs part of this font family today, but the rule is not yet covered by a dedicated end-to-end guarantee for every font subtype and producer pattern.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.6-3,7.21.6,3,PDTrueTypeFont,font,partial,Symbolic TrueType fonts shall not contain an Encoding entry in the font dictionary,"The app repairs part of this font family today, but the rule is not yet covered by a dedicated end-to-end guarantee for every font subtype and producer pattern.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.6-4,7.21.6,4,TrueTypeFontProgram,font,partial,"The 'cmap' table in the embedded font program for a symbolic TrueType font shall contain either exactly one encoding or it shall contain, at least, the Microsoft Symbol (3,0 - Platform ID=3, Encoding ID=0) encoding","The app repairs part of this font family today, but the rule is not yet covered by a dedicated end-to-end guarantee for every font subtype and producer pattern.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.7-1,7.21.7,1,Glyph,font,covered,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7","The app has explicit automatic remediation lanes and validator/fidelity backstops for the dominant PDF/UA font mapping and embedding failures, with passing corpus evidence.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.7-2,7.21.7,2,Glyph,font,covered,"The Unicode values specified in the ToUnicode CMap shall all be greater than zero (0), but not equal to either U+FEFF or U+FFFE","The app has explicit automatic remediation lanes and validator/fidelity backstops for the dominant PDF/UA font mapping and embedding failures, with passing corpus evidence.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.21.8-1,7.21.8,1,Glyph,font,covered,"A PDF/UA compliant document shall not contain a reference to the .notdef glyph from any of the text showing operators, regardless of text rendering mode, in any content stream","The app has explicit automatic remediation lanes and validator/fidelity backstops for the dominant PDF/UA font mapping and embedding failures, with passing corpus evidence.","backend/app/pipeline/orchestrator.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
